Gene	log10_ci_low	log10_ci_high	log10_map	group	group2
FBXO8	-1.82525699	-0.33274681	-1.10958613	Autosome	Autosome
FBXO9	-3.45072496	-1.04598967	-1.65753873	Autosome	Autosome
FBXW10	-5.91357709	-1.94903377	-2.83397647	Autosome	Autosome
FBXW11	-1.45369927	-0.46434072	-0.98954347	Autosome	Autosome
FBXW12	-4.84841466	-1.20919302	-1.79057405	Autosome	Autosome
FBXW2	-1.36647502	-0.09273658	-0.65063629	Autosome	Autosome
FBXW4	-2.05504997	-0.92375338	-1.45258433	Autosome	Autosome
FBXW5	-6.089976	-1.92124417	-3.04597254	Autosome	Autosome
FBXW7	-4.796508	-1.30387008	-1.96074781	Autosome	Autosome
FBXW8	-6.01982237	-1.83619837	-2.69427371	Autosome	Autosome
FBXW9	-6.16588903	-2.25885284	-3.55812977	Autosome	Autosome
FCAMR	-6.22195215	-2.38551622	-3.5951219	Autosome	Autosome
FCAR	-6.1703289	-2.09840552	-3.40489094	Autosome	Autosome
FCER1A	-6.0955	-1.50961647	-2.15050845	Autosome	Autosome
FCER1G	-4.28006185	-0.20379196	-1.26313069	Autosome	Autosome
FCER2	-6.10775303	-2.1272625	-3.22170073	Autosome	Autosome
FCF1	-5.20333072	-0.79138303	-1.57030397	Autosome	Autosome
FCGBP	-4.24303347	-1.69938197	-2.46884137	Autosome	Autosome
FCGR1A	-6.17371414	-2.7329252	-3.98179687	Autosome	Autosome
FCGR1B	-6.14656293	-2.07594961	-3.08401404	Autosome	Autosome
FCGR2B	-5.32870831	-0.30416302	-1.33448143	Autosome	Autosome
FCGR3A	-6.19585657	-2.14585982	-4.01869069	Autosome	Autosome
FCGR3B	-6.16809397	-1.96100601	-3.47790719	Autosome	Autosome
FCGRT	-1.88223372	-0.32074485	-1.11263341	Autosome	Autosome
FCHO1	-1.71898603	-0.98277623	-1.3552656	Autosome	Autosome
FCHO2	-1.50287906	-0.4819592	-1.05302081	Autosome	Autosome
FCHSD1	-5.9246352	-1.98504379	-2.93970894	Autosome	Autosome
FCHSD2	-1.89384787	-1.14290407	-1.47761493	Autosome	Autosome
FCN1	-6.07570663	-2.11334124	-3.40560933	Autosome	Autosome
FCN2	-6.08272181	-2.08534072	-3.07558986	Autosome	Autosome
FCN3	-6.0944782	-2.34092881	-3.1649986	Autosome	Autosome
FCRL1	-6.09893133	-2.12608963	-3.0160455	Autosome	Autosome
FCRL2	-6.14481816	-2.20543135	-3.40646391	Autosome	Autosome
FCRL3	-6.09153764	-2.42357055	-3.46200842	Autosome	Autosome
FCRL4	-6.08348569	-2.10510914	-3.40304712	Autosome	Autosome
FCRL5	-6.12858924	-2.16231498	-3.59858906	Autosome	Autosome
FCRL6	-6.08860099	-2.40162326	-4.07939974	Autosome	Autosome
FCRLA	-6.17974463	-2.1834217	-3.42218525	Autosome	Autosome
FCRLB	-5.99548182	-1.54672263	-2.10231669	Autosome	Autosome
FDCSP	-6.02458026	-0.57094327	-1.49918719	Autosome	Autosome
FDFT1	-6.04741073	-1.80763292	-2.47927001	Autosome	Autosome
FDPS	-2.22689557	-0.76612028	-1.4277437	Autosome	Autosome
FDX1	-5.65638656	-0.05027884	-0.98645656	Autosome	Autosome
FDX1L	-6.11854582	-1.4514998	-2.22204928	Autosome	Autosome
FDXACB1	-6.24937866	-2.4017926	-3.61189143	Autosome	Autosome
FDXR	-6.06744154	-1.91988473	-2.7160925	Autosome	Autosome
FECH	-5.18245647	-1.27449403	-1.85655647	Autosome	Autosome
FEM1A	-6.15918595	-2.12358203	-3.35216862	Autosome	Autosome
FEM1B	-1.27898451	-0.09167031	-0.62681981	Autosome	Autosome
FEM1C	-1.33623049	-0.09296458	-0.61290027	Autosome	Autosome
FEN1	-5.34487093	-0.7622172	-1.55698943	Autosome	Autosome
FER	-1.84109067	-1.07823134	-1.46096951	Autosome	Autosome
FER1L6	-5.53563584	-1.82781868	-2.89940239	Autosome	Autosome
FERD3L	-5.65697115	-0.05635461	-0.9986652	Autosome	Autosome
FERMT1	-6.1020808	-2.11188425	-2.90113927	Autosome	Autosome
FERMT2	-1.08683339	-0.07510899	-0.49535078	Autosome	Autosome
FERMT3	-6.13903721	-2.22023757	-3.39909148	Autosome	Autosome
FES	-5.39847859	-1.59169151	-2.13875617	Autosome	Autosome
FETUB	-6.12887106	-1.94101817	-2.92754826	Autosome	Autosome
FEV	-6.06115614	-1.02266749	-1.84826722	Autosome	Autosome
FEZ1	-1.76888916	-0.56334155	-1.20666068	Autosome	Autosome
FEZ2	-6.1625167	-2.15569807	-3.70933297	Autosome	Autosome
FEZF1	-1.52615808	-0.08783643	-0.69111352	Autosome	Autosome
FEZF2	-1.59377984	-0.08157875	-0.77345921	Autosome	Autosome
FFAR1	-6.20431013	-2.22940327	-3.73283743	Autosome	Autosome
FFAR2	-2.32746362	-0.01360782	-0.79777852	Autosome	Autosome
FFAR3	-6.23827246	-0.80036283	-1.72095383	Autosome	Autosome
FFAR4	-6.15740379	-1.99034523	-3.12440212	Autosome	Autosome
FGA	-5.98988418	-1.82595976	-2.56902166	Autosome	Autosome
FGB	-5.72147901	-1.3784641	-1.95310244	Autosome	Autosome
FGD2	-5.30874878	-1.24285078	-1.94547726	Autosome	Autosome
FGD3	-5.38224704	-1.21181947	-1.91131794	Autosome	Autosome
FGD4	-1.80276929	-1.06473349	-1.43830717	Autosome	Autosome
FGD5	-1.33310473	-0.40235571	-0.92442705	Autosome	Autosome
FGD6	-1.74640482	-1.10655851	-1.40329883	Autosome	Autosome
FGF1	-6.15675035	-0.68313335	-1.60502305	Autosome	Autosome
FGF10	-1.74824328	-0.05712641	-0.78591055	Autosome	Autosome
FGF11	-1.64547892	-0.07583986	-0.76320663	Autosome	Autosome
FGF12	-2.67313284	-0.16749856	-1.19361546	Autosome	Autosome
FGF14	-1.52151163	-0.09029028	-0.68275463	Autosome	Autosome
FGF17	-2.18346729	-0.00579163	-0.80964103	Autosome	Autosome
FGF18	-6.02650229	-0.88479526	-1.68615775	Autosome	Autosome
FGF19	-6.02242277	-0.20827781	-1.11885601	Autosome	Autosome
FGF2	-5.63857059	-0.5430797	-1.47736346	Autosome	Autosome
FGF20	-5.44025094	-0.01081415	-0.95068575	Autosome	Autosome
FGF21	-6.13020763	-1.53456357	-2.4927868	Autosome	Autosome
FGF22	-6.10936305	-1.4669889	-2.27691006	Autosome	Autosome
FGF23	-5.14267529	-0.00435274	-0.91211738	Autosome	Autosome
FGF3	-6.20454331	-2.03475008	-3.74978654	Autosome	Autosome
FGF4	-5.86807937	-0.46719672	-1.41141785	Autosome	Autosome
FGF5	-6.19025353	-2.32784408	-3.47374564	Autosome	Autosome
FGF6	-6.18371339	-2.09624716	-3.41742085	Autosome	Autosome
FGF7	-1.63429053	-0.07603335	-0.75633084	Autosome	Autosome
FGF8	-1.44644957	-0.09374347	-0.67758243	Autosome	Autosome
FGF9	-1.578449	-0.08101016	-0.6960521	Autosome	Autosome
FGFBP1	-5.97355653	-0.1664978	-1.12016749	Autosome	Autosome
FGFBP2	-6.06197443	-0.21929691	-1.14658235	Autosome	Autosome
FGFBP3	-6.23456037	-2.16332028	-4.07033254	Autosome	Autosome
FGFR1	-1.60046795	-0.78335757	-1.22214906	Autosome	Autosome
FGFR1OP	-5.19084498	-0.99474857	-1.66543064	Autosome	Autosome
FGFR1OP2	-5.51232834	-1.26048828	-1.855939	Autosome	Autosome
FGFR2	-1.17419458	-0.22208103	-0.70933743	Autosome	Autosome
FGFR3	-2.36682777	-1.26016385	-1.66657857	Autosome	Autosome
FGFR4	-5.86238812	-1.67927479	-2.36856768	Autosome	Autosome
FGFRL1	-2.36618653	-0.45849588	-1.34615602	Autosome	Autosome
FGG	-1.47784056	-0.3151264	-0.87697485	Autosome	Autosome
FGGY	-6.0894529	-2.51693264	-3.78117619	Autosome	Autosome
FGL1	-6.10423548	-2.12516134	-3.08206671	Autosome	Autosome
FGL2	-2.85430042	-0.40364382	-1.34468379	Autosome	Autosome
FGR	-1.40930577	-0.29596448	-0.86708763	Autosome	Autosome
FH	-1.53740309	-0.32962902	-0.99008935	Autosome	Autosome
FHDC1	-2.00757998	-1.14189286	-1.52798328	Autosome	Autosome
FHIT	-6.24215559	-2.46884394	-4.22871563	Autosome	Autosome
FHL2	-6.12911594	-1.87072068	-3.0385204	Autosome	Autosome
FHL3	-1.34764033	-0.0988519	-0.61652807	Autosome	Autosome
FHL5	-6.13931839	-1.95958597	-3.02604506	Autosome	Autosome
FHOD1	-5.97809226	-2.01186359	-3.00047262	Autosome	Autosome
FHOD3	-1.92901228	-1.31614495	-1.58219151	Autosome	Autosome
FIBCD1	-6.0934746	-2.15386924	-3.24252205	Autosome	Autosome
FIBIN	-5.44536748	-0.0174217	-0.93886883	Autosome	Autosome
FIBP	-6.10165209	-1.87452313	-2.6401693	Autosome	Autosome
FICD	-1.71793762	-0.06008173	-0.76882132	Autosome	Autosome
FIG4	-6.097522	-2.15101184	-3.54597809	Autosome	Autosome
FIGLA	-6.11004103	-1.63179097	-2.89125666	Autosome	Autosome
FIGN	-1.20408418	-0.08458464	-0.52065139	Autosome	Autosome
FIGNL1	-5.24410643	-1.15934512	-1.75329976	Autosome	Autosome
FILIP1	-5.70196011	-1.66975115	-2.37437765	Autosome	Autosome
FILIP1L	-4.30338698	-1.26808659	-1.91177732	Autosome	Autosome
FIP1L1	-1.90011413	-1.17715975	-1.50425048	Autosome	Autosome
FIS1	-6.1568317	-1.75190006	-2.74460686	Autosome	Autosome
FITM1	-1.40926321	-0.09231231	-0.65953343	Autosome	Autosome
FITM2	-6.02639888	-1.40433735	-2.02104683	Autosome	Autosome
FIZ1	-1.70882889	-0.06323586	-0.75270887	Autosome	Autosome
FJX1	-3.56569824	-0.00417129	-0.86132477	Autosome	Autosome
FKBP10	-6.02052016	-1.82966827	-2.78137009	Autosome	Autosome
FKBP11	-5.89074871	-1.24066842	-1.84042309	Autosome	Autosome
FKBP14	-5.85005988	-0.74899803	-1.57408465	Autosome	Autosome
FKBP15	-5.29859166	-1.49999536	-2.16902679	Autosome	Autosome
FKBP1A	-4.26551206	-0.00127376	-0.84810196	Autosome	Autosome
FKBP1B	-5.51433953	-0.02297869	-0.9456942	Autosome	Autosome
FKBP1C	-6.14984599	-1.86197384	-4.25290054	Autosome	Autosome
FKBP2	-3.96755768	-0.00698061	-0.85826744	Autosome	Autosome
FKBP3	-2.34179291	-0.20832112	-1.17339857	Autosome	Autosome
FKBP4	-1.92201242	-0.78560584	-1.34023431	Autosome	Autosome
FKBP5	-1.6339786	-0.33889591	-0.98150256	Autosome	Autosome
FKBP6	-5.47888565	-1.24563819	-1.83929479	Autosome	Autosome
FKBP7	-6.15642732	-2.09929087	-3.5450706	Autosome	Autosome
FKBP8	-1.33895529	-0.09178604	-0.67617392	Autosome	Autosome
FKBP9	-5.84829385	-1.52833002	-2.10997039	Autosome	Autosome
FKBPL	-5.98612319	-1.66598434	-2.35507787	Autosome	Autosome
FKRP	-6.11493098	-1.96721808	-3.0019633	Autosome	Autosome
FKTN	-5.87687063	-1.54985354	-2.2892038	Autosome	Autosome
FLAD1	-6.0400012	-1.86311324	-2.72705553	Autosome	Autosome
FLCN	-2.77966605	-1.05026154	-1.61245186	Autosome	Autosome
